Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-15 09:30:00-04:00,209.14999389648438,211.1300048828125,208.9199981689453,210.1699981689453,9804649,0.0,0.0
2025-07-15 10:30:00-04:00,210.13999938964844,211.42999267578125,209.19769287109375,211.42999267578125,5300718,0.0,0.0
2025-07-15 11:30:00-04:00,211.42999267578125,211.88999938964844,210.36000061035156,210.67999267578125,4617922,0.0,0.0
2025-07-15 12:30:00-04:00,210.69500732421875,211.07000732421875,210.3800048828125,210.67269897460938,2111068,0.0,0.0
2025-07-15 13:30:00-04:00,210.68499755859375,211.6699981689453,210.66000366210938,211.375,2756121,0.0,0.0
2025-07-15 14:30:00-04:00,211.38890075683594,211.47999572753906,209.9600067138672,210.17999267578125,3943223,0.0,0.0
2025-07-15 15:30:00-04:00,210.2030029296875,210.2899932861328,208.99000549316406,209.00999450683594,3872873,0.0,0.0
