Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-16 00:00:00+00:00,163.95980834960938,165.07769775390625,163.67506408691406,164.67205810546875,222508032,0.0,0.0
2025-07-16 01:00:00+00:00,164.6885223388672,164.76461791992188,163.9824676513672,163.9824676513672,175372800,0.0,0.0
2025-07-16 02:00:00+00:00,163.96241760253906,163.96812438964844,161.6982421875,162.03948974609375,285657600,0.0,0.0
2025-07-16 03:00:00+00:00,162.05177307128906,162.69798278808594,162.01197814941406,162.5673065185547,1122304,0.0,0.0
2025-07-16 04:00:00+00:00,162.56085205078125,162.74758911132812,161.9376220703125,162.41644287109375,131032064,0.0,0.0
2025-07-16 05:00:00+00:00,162.54324340820312,163.46963500976562,162.5384063720703,163.140625,295375360,0.0,0.0
2025-07-16 06:00:00+00:00,163.15953063964844,163.97520446777344,162.71380615234375,163.97520446777344,155503104,0.0,0.0
2025-07-16 07:00:00+00:00,164.0037078857422,164.53826904296875,163.74205017089844,164.31422424316406,163434496,0.0,0.0
2025-07-16 08:00:00+00:00,164.2974395751953,165.5069580078125,163.9537353515625,165.5069580078125,310410752,0.0,0.0
2025-07-16 09:00:00+00:00,165.50369262695312,167.34225463867188,165.50369262695312,167.1755828857422,505041408,0.0,0.0
2025-07-16 10:00:00+00:00,167.1888427734375,167.33929443359375,166.13726806640625,166.13726806640625,233926144,0.0,0.0
2025-07-16 11:00:00+00:00,166.13482666015625,166.62942504882812,166.12367248535156,166.54568481445312,471860224,0.0,0.0
2025-07-16 12:00:00+00:00,166.55828857421875,167.34629821777344,166.55828857421875,167.1772003173828,172732928,0.0,0.0
